MLS,Status,Residential Styles,Address Number,Address Street,Zip,Map Coordinates,Community,Bedrooms Total,Baths Full,Baths Half,Estimated Square Feet,Year Built,DOMLS,List Price,Original Price,List Date Received,Sold Price,Close of Escrow Date
NDP2200806,Active,Manufactured Home,139,Swallow,92057,,,2,2,,1280,2007,43,349000,349000,01/26/2022,,
220001442,Sold,Detached,1006,Chapin,92036,,JULIAN,1,1,0,600,1972,2,349900,349900,01/22/2022,353000,02/07/2022
PTP2200607,Sold,"All Other Attached, Detached",1280,Main Street,92020,,,2,1,1,880,1995,4,345000,345000,01/29/2022,365000,02/24/2022
NDP2201336,Pending,"All Other Attached, Condominium",12710,Laurel,92040,,,2,1,,921,1990,7,368500,368500,02/17/2022,,
PTP2200691,Pending,"All Other Attached, Condominium",510,Calle Montecito,92057,,,2,2,,856,1985,11,369000,369000,02/08/2022,,
PTP2200666,Pending,"All Other Attached, Condominium",1063,Naranca,92021,,,2,1,1,934,1981,34,370000,370000,01/29/2022,,
220001384,Sold,All Other Attached,550,15th,92101,1289C3,DOWNTOWN,0,1,0,526,2006,9,369000,369000,01/21/2022,372500,03/01/2022
220001848,Pending,All Other Attached,1982,Bluehaven,92154,,SOUTH SD,2,2,0,1034,1985,37,372900,372900,01/27/2022,,
220002079,Pending,All Other Attached,2556,Chicago,92110,1.25E+10,BAY PARK,1,1,0,374,2006,19,374000,349000,01/31/2022,,
PTP2200556,Active,"Manufactured Home, Detached",8975,Lawrence Welk,92026,,,2,,,1400,1980,34,375000,400000,01/25/2022,,
PTP2200799,Pending,"All Other Attached, Condominium",1441,Santa Lucia,91913,,,1,1,,768,2002,7,375000,349000,02/07/2022,,
PTP2201524,Sold,"All Other Attached, Condominium",3927,Nobel,92122,,,0,1,,420,1987,0,375000,375000,03/09/2022,375000,03/08/2022
PTP2201421,Pending,"All Other Attached, Condominium",768,Eastshore,91913,,,1,1,1,669,1988,3,385000,385000,03/04/2022,,
NDP2200739,Sold,"All Other Attached, Condominium",212,Woodland,92069,,,1,1,,651,1990,3,345000,345000,01/25/2022,385000,02/07/2022
220002196,Sold,All Other Attached,4425,Tremont,92102,1289J3,SAN DIEGO,2,1,0,778,1983,9,330000,330000,02/01/2022,385000,03/04/2022
220001967,Pending,Detached,906,6th,91950,1309J1,NATIONAL CITY,2,1,0,672,1924,0,386000,386000,01/28/2022,,
NDP2200702,Pending,"All Other Attached, Condominium",9860,Dale,91977,,,2,2,,950,1979,8,390000,390000,01/24/2022,,
NDP2201128,Pending,"Manufactured Home, Detached",2400,Valley,92029,,,3,2,,1440,1972,10,395000,395000,02/07/2022,,
PTP2200667,Sold,"All Other Attached, Condominium",8150,Lemon,91941,,,1,1,0,588,1974,7,365000,365000,01/29/2022,395000,02/26/2022
NDP2200720,Sold,Manufactured Home,276,El Camino Real,92058,,,2,1,,1657,1979,7,395000,395000,01/18/2022,395000,02/25/2022
220001500,Active,Detached,617,Emery,91980,,NONE2161,1,1,0,914,1971,51,399000,425000,01/24/2022,,
220001471,Sold,All Other Attached,1150,J,92101,1289B4,DOWNTOWNDT,1,1,0,735,2005,0,425000,425000,01/23/2022,399875,02/04/2022
220001776,Pending,All Other Attached,575,6th,92101,1289B3,DOWNTOWN,0,1,0,482,2007,4,399900,399900,01/27/2022,,
220001868,Sold,All Other Attached,10202,Black Mountain,92126,,MIRA MESA,1,1,0,686,1978,0,399000,399000,01/28/2022,399999,02/08/2022
220001708,Sold,All Other Attached,12730,Laurel,92040,1232B3,LAKESIDELK,2,1,0,921,1990,21,359999,359999,01/26/2022,400000,03/04/2022
PTP2201027,Sold,"All Other Attached, Condominium",479,F,91910,,,2,2,,997,1980,0,395000,395000,02/14/2022,400000,03/07/2022
220002016,Sold,All Other Attached,6314,Friars,92108,1268H3,MISSION VALLEY,1,1,0,650,1972,3,365000,365000,01/29/2022,400000,03/03/2022
PTP2200684,Sold,"Manufactured Home, Detached",9500,Harritt Rd,92040,,,3,2,,1452,1989,0,400000,400000,01/31/2022,400000,03/02/2022
NDP2200628,Sold,"All Other Attached, Condominium",5553,Adobe Falls,92120,,,2,1,,884,1973,2,399000,399000,01/21/2022,400000,03/08/2022
220002007,Sold,All Other Attached,6255,Rancho Mission,92108,,MISSION VALLEY,1,1,0,667,1979,6,400000,359999,01/29/2022,400000,02/28/2022
220001995,Sold,All Other Attached,505,San Pasqual Valley,92027,1130B2,CANYPOCYPT,2,2,0,992,1987,4,374900,374900,01/28/2022,400000,02/18/2022
PTP2200877,Sold,"All Other Attached, Condominium",10304,Restful,92071,,,2,1,,784,1972,4,393000,393000,02/07/2022,402500,03/07/2022
220001839,Sold,All Other Attached,615,Fredricks,92058,,OCEANSIDE,2,2,0,987,1978,10,400000,400000,01/27/2022,410000,03/09/2022
PW22016305,Sold,"All Other Attached, Condominium",4166,36th,92104,,,1,1,,544,1980,5,350000,350000,01/26/2022,410000,03/07/2022
220001719,Sold,All Other Attached,3475,Paseo De Brisas,92056,1106J2,OCEANSIDE,1,1,0,744,1989,5,399900,399900,01/26/2022,415000,02/28/2022
220001855,Sold,All Other Attached,5645,Friars,92110,1268G3,MISSION VALLEY,1,1,0,695,1981,5,399000,399000,01/27/2022,415000,03/04/2022
DW22016611,Pending,"All Other Attached, Condominium",3920,60th,92115,,,3,2,1,1192,1981,13,419899,419899,02/01/2022,,
PTP2200530,Sold,"All Other Attached, Condominium",701,Eastshore,91913,,,1,1,1,669,1987,1,425000,425000,01/24/2022,420000,02/23/2022
220001653,Sold,All Other Attached,4240,Menlo,92115,,SAN DIEGO,1,1,0,663,1982,7,420000,349999,02/02/2022,420000,03/14/2022
PTP2200961,Pending,Detached,30028,Canvasback,91906,,,2,2,,1600,1992,3,425000,425000,02/11/2022,,
SW22013587,Sold,"All Other Attached, Condominium",1166,Decker,92019,,,2,2,,1232,1982,4,389000,389000,01/25/2022,425000,03/08/2022
220001837,Sold,Townhome,1491,Peach,92021,,EL CAJON,2,1,1,952,1988,8,399000,389000,02/02/2022,425000,03/07/2022
220001416,Sold,Townhome,789,Mollison,92021,,EL CAJON,2,1,1,930,1974,5,430000,399900,01/21/2022,430000,02/22/2022
NDP2200872,Sold,Detached,500,Rancheros,92069,,,2,2,,896,1981,6,395000,395000,01/28/2022,430000,03/14/2022
220001472,Sold,All Other Attached,3050,Rue D Orleans,92110,,POINT LOMA,1,1,0,547,1969,8,399000,399000,01/23/2022,440000,03/14/2022
220002092,Sold,All Other Attached,9730,Mesa Springs,92126,1209F5,MIRA MESA,1,1,0,772,1985,7,395000,395000,02/02/2022,442000,03/02/2022
NDP2200880,Active,"All Other Attached, Condominium",3588,Bartlett,92057,,,2,2,,1046,1973,5,445000,445000,01/29/2022,,
220001688,Sold,All Other Attached,11517,Fury,92019,1271H4,RANCHO SAN DIEGO,2,2,0,975,1989,4,439000,439000,01/26/2022,445000,02/22/2022
NDP2201120,Pending,"All Other Attached, Condominium",955,Postal,92083,,,2,1,1,972,1986,7,449000,449000,02/07/2022,,
220001769,Pending,All Other Attached,9929,Azuaga,92129,,RANCHO PENASQUITOS,2,1,0,750,1992,7,449500,449500,01/27/2022,,
220001977,Sold,All Other Attached,4540,60th,92115,,SAN DIEGO,2,2,0,845,1996,5,399000,399000,01/28/2022,450000,02/28/2022
NDP2200918,Sold,Detached,3087,38th,92105,,,3,1,,855,1958,0,499000,499000,01/31/2022,450000,02/22/2022
220001736,Sold,All Other Attached,1080,Park,92101,,DOWNTOWN,2,1,0,748,2007,2,439000,439000,01/26/2022,452000,02/04/2022
220001836,Pending,Townhome,1808,Bluehaven,92154,1350D3,SAN DIEGO,3,2,1,1338,1985,14,455000,455000,01/27/2022,,
220001338,Sold,Townhome,6441,Bell Bluff,92119,,SAN CARLOS,2,1,0,806,1972,3,435000,435000,01/21/2022,458250,02/11/2022
NDP2200746,Pending,Detached,32480,Evening Primrose Trl,91906,,,3,2,,1628,2006,4,459900,459900,01/25/2022,,
220002236,Sold,All Other Attached,1080,Park,92101,,DOWNTOW605,1,1,0,748,2007,1,500000,500000,02/01/2022,460000,02/14/2022
220002020,Sold,All Other Attached,8028,Corte Del Sol,92071,1251A1,SANTEE,2,1,1,1024,1974,4,454900,454900,01/29/2022,460000,02/28/2022
220001336,Sold,All Other Attached,4393,Albatross,92057,,OCEA327820,2,2,0,1050,1981,6,460000,469900,01/21/2022,460000,02/25/2022
PTP2200704,Pending,"All Other Attached, Townhome",10306,Santana Ranch Dr,92071,,,2,1,1,1084,1975,25,465000,465000,01/31/2022,,
220001660,Sold,All Other Attached,6304,Friars,92108,1268H3,MISSION VALLEY,1,1,0,661,1972,7,429900,429900,01/25/2022,465000,03/01/2022
220001699,Sold,All Other Attached,1641,Sonata,92078,,LAKE SAN MARCOS,1,1,0,952,1965,4,449000,449000,01/26/2022,465000,02/22/2022
PTP2200665,Sold,"All Other Attached, Condominium",1530,Granite Hills,92019,,,2,2,1,1147,1983,4,450000,450000,01/29/2022,470000,03/01/2022
NDP2201268,Active,"Quadruplex, All Other Attached",2936,Borrego Springs Rd,92004,,,4,4,,1800,1949,33,475000,475000,02/11/2022,,
PTP2200567,Pending,"Manufactured Home, Detached",35350,Quartz Way,92036,,,3,2,,1325,2006,12,475000,475000,01/26/2022,,
220002100,Sold,All Other Attached,17161,Alva,92127,,SAN DIEGO,1,1,0,745,1992,4,399999,399999,01/31/2022,475000,03/15/2022
220001894,Pending,All Other Attached,8889,Caminito Plaza Centro,92122,1228B3,UNIVERSITY CITY,1,1,0,600,2006,13,480000,480000,01/28/2022,,
CV22017623,Sold,"All Other Attached, Condominium",3406,Del Este,92056,,,2,1,1,1280,1979,10,480000,449900,01/28/2022,480000,03/03/2022
NDP2200645,Sold,"All Other Attached, Condominium",31909,Del Cielo Este,92003,,,2,2,,1400,1996,6,465900,465900,01/21/2022,483000,02/17/2022
NDP2200811,Sold,"All Other Attached, Condominium",6009,Rancho Mission,92108,,,1,1,,648,1981,5,429000,429000,01/27/2022,485000,02/11/2022
NDP2200826,Sold,"All Other Attached, Condominium",3050,Rue Dorleans,92110,,,1,1,,547,1969,7,499900,449900,01/27/2022,492000,02/25/2022
220001360,Sold,Townhome,978,Main,92021,,EL CAJON,2,2,1,1360,1981,7,475900,475900,01/21/2022,495000,02/25/2022
220001933,Sold,All Other Attached,10227,Princess Sarit,92071,1231D2,SANTEE,2,1,0,832,1982,5,429900,429900,01/28/2022,495000,03/03/2022
220001431,Sold,All Other Attached,3450,2nd,92103,1269A6,HILLCRESHC,1,1,1,866,1970,0,495000,495000,01/21/2022,495000,02/08/2022
220001573,Sold,All Other Attached,4774,Jasmine,92056,1087D4,PEACOHI583,2,1,0,873,1979,4,465000,465000,01/24/2022,495000,02/22/2022
PTP2200635,Pending,"All Other Attached, Condominium",1595,Mendocino,91911,,,2,1,1,1045,1972,7,497900,497900,01/28/2022,,
PTP2200711,Pending,"All Other Attached, Condominium",447,Verde Ridge,91977,,,3,2,,945,1973,15,499000,499000,02/01/2022,,
NDP2200820,Active,"Manufactured Home, Detached",4650,Dulin,92028,,,3,2,,1620,2019,48,499900,525000,01/27/2022,,
220002025,Pending,All Other Attached,16599,Caminito Vecinos,92128,1170C3,RANCHO BERNARDO,2,2,0,1134,1971,10,500000,500000,01/29/2022,,
220001455,Sold,All Other Attached,4600,Lamont,92109,1248A5,PACIFIC BEACH,1,1,0,653,1975,19,490000,499000,01/22/2022,500000,02/22/2022
220001861,Sold,Townhome,221,Westlake,92069,1108G7,SAN MARCOS,2,2,1,931,1987,5,439900,439900,01/27/2022,500000,02/28/2022
220001731,Sold,All Other Attached,16577,Caminito Vecinos,92128,,RANCHO BERNARDO,2,2,0,1134,1971,3,480000,480000,01/26/2022,500000,02/09/2022
220001880,Pending,Twinhome,1734,Fairdale,92027,1130C1,EAST ESCONDIDO,2,1,0,827,1967,14,505000,505000,01/28/2022,,
220002219,Sold,Townhome,10264,Maya Linda,92126,1209F5,MIRA MESA,2,1,1,884,1980,11,489888,489888,02/01/2022,505000,03/14/2022
NDP2200787,Sold,"Detached, Commercial/Residential",809,Ohio,92025,,,2,1,,730,1956,6,529000,529000,02/04/2022,510000,02/28/2022
220001970,Sold,Detached,5011,Hilltop,92102,,SMSOUTHEAS,3,1,1,999,1959,0,500000,500000,01/28/2022,510000,02/16/2022
220001467,Sold,All Other Attached,321,10th,92101,1289B4,DOWNTOWN,1,1,0,671,2007,1,525000,525000,02/03/2022,520000,02/15/2022
220001911,Sold,All Other Attached,505,San Pasqual Valley,92027,,NORTH ESCONDIDO,3,2,1,1378,1987,5,485000,485000,01/28/2022,520000,03/08/2022
220001620,Pending,All Other Attached,203,Woodland,92069,1109B7,UNKNOWN999,2,2,0,940,1989,33,525000,525000,01/25/2022,,
220001397,Sold,All Other Attached,1431,Pacific,92101,1288J2,DOWNTOWN,1,1,0,672,2009,5,495000,495000,01/21/2022,525000,02/28/2022
220001579,Sold,All Other Attached,7255,Navajo,92119,1250F4,SAN CARLOS,2,2,0,1182,1987,11,505900,505900,01/24/2022,525000,03/08/2022
220001406,Sold,Detached,5615,Market,92114,1290B3,SAN DIEGO,2,1,0,679,1943,7,449900,449900,01/21/2022,525000,02/09/2022
220004229,Sold,All Other Attached,2210,Durasno,91977,,RANCHO SAN DIEGO,3,2,0,1183,1980,0,526500,526500,02/24/2022,526500,02/24/2022
PTP2200781,Pending,"All Other Attached, Condominium",1640,Maple,91911,,,3,2,1,1720,1974,7,529000,529000,02/03/2022,,
220002064,Sold,Townhome,779,Abalone Point,92058,1066G7,OCEANSIDE,2,1,1,1104,1986,7,550000,460000,02/03/2022,535000,03/03/2022
220001873,Sold,Detached,978,Greenfield,92021,,EL CAJON,3,1,0,948,1959,6,499000,499000,01/28/2022,535500,02/11/2022
220001569,Sold,Townhome,10120,Palm Glen,92071,,SANTEE,3,2,1,1168,1989,3,495000,495000,01/26/2022,538000,02/11/2022
220001955,Pending,All Other Attached,3535,Madison,92116,,NORMAL HEIGHTS,2,2,0,950,1984,19,539000,539000,02/01/2022,,
220001950,Sold,All Other Attached,3630,Vista Campana,92057,1086G5,OCEANSIDE,2,2,0,1480,1965,3,539000,539000,01/28/2022,539000,03/01/2022
NDP2200821,Sold,"All Other Attached, Condominium",506,Canyon,92054,,,2,1,,904,1978,7,525000,525000,01/27/2022,540000,03/04/2022
220001957,Sold,Townhome,2028,Terrakappa,91977,1291A1,SPRING VALLEY,3,2,1,1179,1973,5,515000,515000,01/28/2022,540000,02/18/2022
220001558,Sold,All Other Attached,1317,Caminito Gabaldon,92108,1269B2,MISSION VALLEY,2,1,1,1020,1975,18,550000,507250,01/24/2022,540000,03/07/2022
220001402,Sold,All Other Attached,1431,Pacific,92101,1288J2,DOWNTOWN,1,1,0,619,2009,0,545000,545000,01/21/2022,545000,01/11/2022
PTP2200502,Sold,Detached,9125,Bubbling Wells,92040,,,3,2,,1190,1961,3,529000,529000,01/21/2022,545000,01/26/2022
OC22018925,Active,"All Other Attached, Condominium",8647,Circle R Valley,92026,,,2,2,,1266,1981,13,549000,549000,03/03/2022,,
220001436,Active,All Other Attached,9869,Caspi Gardens,92071,1231D4,SANTEE,3,2,0,1120,1986,54,549000,549000,01/21/2022,,
PTP2200540,Pending,"All Other Attached, Condominium",11350,Via Rancho San Diego,92019,,,2,2,,1246,1994,8,549000,549000,01/25/2022,,
220001946,Pending,Detached,1845,Olive,92065,,RAMONA,2,2,0,1432,1946,29,549900,549900,02/04/2022,,
NDP2201278,Pending,"All Other Attached, Duplex",136,Avenida Del Gado,92057,,,2,1,,827,1976,7,550000,550000,02/17/2022,,
220001681,Pending,All Other Attached,330,Isthmus,92058,,UNKNOWN999,2,2,0,942,1994,17,550000,550000,01/26/2022,,
PTP2200592,Sold,"All Other Attached, Condominium",2560,C,92102,,,2,2,,873,1986,5,469000,469000,01/27/2022,550000,02/22/2022
NDP2201001,Sold,"All Other Attached, Detached",929,Marlin,92084,,,3,2,1,1278,1979,6,469000,469000,02/02/2022,550000,03/10/2022
220001664,Sold,All Other Attached,1277,Kettner,92101,,DOWNTOWNDT,1,1,0,654,2003,10,549000,549000,01/25/2022,550000,02/14/2022
PTP2200616,Sold,Detached,436,Cardiff,92114,,,3,2,,1832,1954,1,500000,500000,01/27/2022,550000,02/23/2022
220001888,Sold,All Other Attached,450,J,92101,1289A4,DOWNTOWN,1,1,0,778,2004,5,549000,499000,01/28/2022,550000,03/04/2022
NDP2200631,Sold,"All Other Attached, Condominium",1007,Howard,92029,,,2,1,1,1111,1985,3,520000,520000,01/21/2022,550000,03/09/2022
220001916,Sold,All Other Attached,4033,Louisiana,92104,,NORTH PARK,2,2,0,704,1986,3,499900,499900,01/28/2022,550000,02/22/2022
PTP2200511,Sold,"Detached, Condominium",814,Caminito Francisco,91913,,,2,2,,1141,2002,5,528000,528000,01/22/2022,550500,02/22/2022
NDP2200865,Pending,"All Other Attached, Condominium",206,Park,92101,,,1,1,,881,2006,12,555000,555000,01/28/2022,,
PTP2200625,Sold,"All Other Attached, Townhome",2587,Caminito Espino,92154,,,4,2,1,1354,1973,10,540000,540000,02/04/2022,555000,03/09/2022
SW22019243,Sold,Detached,204,View,92028,,,2,1,,1222,1955,7,485000,485000,01/31/2022,555000,02/28/2022
220001985,Sold,All Other Attached,985,Island,92101,1289B4,DOWNTOWN,1,1,0,633,2006,3,499000,499000,01/28/2022,555000,02/25/2022
PTP2200583,Sold,Detached,216,Minnesota Ave,92020,,,2,1,,754,1951,4,549900,549900,01/26/2022,559000,02/24/2022
220001463,Pending,All Other Attached,2618,Juan,92110,,OLDTOWOLDT,1,1,0,860,1981,4,559900,559900,01/26/2022,,
220001522,Sold,All Other Attached,3050,Rue D'orleans,92110,1268B5,POINT LOMA,2,1,0,862,1969,10,565000,565000,01/24/2022,560000,03/04/2022
PTP2200627,Sold,"All Other Attached, Townhome",425,Meadowbrook,92114,,,2,2,0,1228,2007,2,579000,529000,01/28/2022,560000,02/25/2022
220001761,Sold,Detached,25243,Manzanita,91916,1236C2,DESCANSO,3,2,0,890,1930,5,560000,549995,01/27/2022,560000,02/28/2022
220001685,Sold,All Other Attached,800,The Mark,92101,,DOWNTOWN,1,1,0,902,2007,0,560000,560000,01/26/2022,560000,02/18/2022
NDP2201199,Sold,"All Other Attached, Condominium",3432,Cameo,92056,,,2,2,,846,1990,5,499000,499000,02/09/2022,560000,03/10/2022
220001447,Sold,All Other Attached,1225,Island,92101,,DOWNTOWNDT,1,1,0,667,2005,5,560000,465000,01/22/2022,560000,02/23/2022
220001636,Sold,All Other Attached,2163,Palo Alto,91914,,CHULA VISTA,2,2,1,1244,2006,0,561700,561700,01/25/2022,561700,01/25/2022
220001464,Sold,All Other Attached,6049,Rancho Mission,92108,,MISSION VALLEY,2,2,0,931,1981,3,499000,499000,01/22/2022,562000,02/16/2022
220001772,Pending,All Other Attached,1435,India,92101,,SAN DIEGO,1,1,0,728,2005,9,569000,569000,01/27/2022,,
220001715,Sold,All Other Attached,3812,Park,92103,1269C5,SAN DIEGO,1,1,0,843,2005,7,539900,539900,01/26/2022,569000,02/16/2022
220001718,Sold,All Other Attached,3333,Ruffin,92123,1.25E+08,SERRA MESA,3,2,0,1050,1976,7,565500,497500,01/26/2022,572850,02/25/2022
NDP2200889,Sold,"All Other Attached, Detached",162,Bronze Way,92083,,,2,2,,1260,1982,0,539000,539000,02/10/2022,573000,03/04/2022
IV22013519,Pending,Detached,32130,Cerrada Del Coyote,92086,,,4,2,,2626,1975,39,574000,574000,01/22/2022,,
PTP2200575,Sold,Detached,1410,6th Street,91950,,,2,2,,876,1951,4,495000,495000,01/26/2022,574000,02/11/2022
NDP2200761,Pending,"All Other Attached, Condominium",1651,Juniper,92025,,,3,2,1,1442,1982,8,575000,575000,01/25/2022,,
220002028,Sold,All Other Attached,4150,Texas,92104,,NORTH PARK,2,2,0,849,1980,9,520000,520000,01/29/2022,575000,02/22/2022
220001791,Sold,Townhome,7891,Rancho Fanita,92071,1230H7,SANTEE,3,2,0,1344,1974,4,575000,549000,01/27/2022,575000,02/24/2022
PTP2200599,Sold,"All Other Attached, Condominium",1551,4th,92101,,,1,1,,780,1996,4,480000,480000,01/27/2022,575000,02/14/2022
220001370,Sold,All Other Attached,7000,Saranac,91942,,LA MESA,2,1,0,936,1976,3,510000,510000,01/21/2022,576000,02/18/2022
PTP2200669,Sold,"All Other Attached, Condominium",1564,Rose Garden,91915,,,2,2,0,1334,2005,21,600000,600000,01/31/2022,577000,03/09/2022
NDP2201621,Pending,"Detached, Condominium",4385,Georgia,92103,,,2,2,,827,1985,10,579900,579900,02/23/2022,,
220001582,Pending,Townhome,5546,Santa Alicia,92154,,SAN DIEGO,4,3,1,1559,2018,7,580000,580000,01/25/2022,,
NDP2201075,Sold,"All Other Attached, Townhome",415,Ferrara Way,92083,,,3,2,1,1150,1992,0,580000,580000,02/04/2022,580000,02/18/2022
220001597,Sold,All Other Attached,6805,Panamint,92139,,PARADISE HILLS,3,2,0,1183,1980,9,539900,539900,01/25/2022,581000,02/22/2022
NDP2200643,Sold,"All Other Attached, Condominium",2872,Andover Ave.,92010,,,2,2,,994,1986,8,499999,499999,01/21/2022,583000,02/18/2022
220001670,Sold,All Other Attached,1403,Calabria,92071,1231F6,SANTEE,2,2,1,1357,2010,6,545000,545000,01/26/2022,585000,03/11/2022
220001833,Sold,All Other Attached,783,Caminito Valiente,91911,,CHULA VISTA,2,2,0,1034,2002,4,549900,549900,01/27/2022,585000,02/28/2022
220001586,Sold,Detached,146,Washington,92020,1251F6,EL CAJON,2,1,0,740,1943,7,525000,525000,01/25/2022,590000,02/22/2022
220002074,Sold,Detached,4584,Imperial,92113,,LOGAN HEIGHTS,3,2,0,1268,1935,9,599000,545000,01/31/2022,590500,03/04/2022
PTP2200559,Sold,"All Other Attached, Condominium",1362,Caminito Cortina,91911,,,2,2,,1034,2002,3,535000,535000,01/25/2022,592000,02/28/2022
220001476,Sold,All Other Attached,700,E,92101,1288J3,DOWNTOWN,1,1,1,1041,2007,3,539900,539900,01/23/2022,595000,02/23/2022
PTP2200554,Sold,"All Other Attached, Condominium",5321,Calle Rockfish #91,92154,,,2,2,1,1340,2018,14,610000,549900,01/25/2022,596000,02/25/2022
220001617,Pending,All Other Attached,425,Beech,92101,,DOWNTOWN,2,1,0,877,2004,46,599000,650000,01/25/2022,,
PTP2201308,Pending,"Detached, Condominium",11870,Caminito Ronaldo,92128,,,2,2,,1080,1985,12,599900,599900,02/28/2022,,
PTP2200637,Pending,"All Other Attached, Condominium",1879,Platte River,91913,,,3,2,1,1303,2005,5,599999,599999,01/28/2022,,
NDP2200828,Sold,"All Other Attached, Detached",900,Lemon,92084,,,3,3,,1284,1971,5,574888,574888,01/27/2022,600000,03/07/2022
PTP2200548,Sold,Detached,320,Milbrae,92113,,,3,2,,1368,1942,6,599900,599900,01/25/2022,600000,02/23/2022
220002027,Sold,All Other Attached,8535,Summerdale,92126,,MIRA MESA,2,2,0,920,1989,6,600000,540000,02/02/2022,600000,03/08/2022
PTP2200590,Sold,Detached,799,S Grade Rd,91901,,,3,2,,1486,1939,3,599900,599900,01/27/2022,600000,02/07/2022
ND22008055,Sold,"All Other Attached, Condominium",2611,Via Masada,92010,,,3,2,1,1496,1986,0,600000,600000,01/26/2022,600000,01/25/2022
PTP2200518,Sold,"All Other Attached, Condominium",1539,Sonora Dr.,91911,,,4,2,1,1460,1975,5,569000,569000,01/23/2022,601500,03/01/2022
PTP2200524,Pending,Detached,1308,Hardin,92020,,,3,2,,1244,1959,11,610000,610000,01/24/2022,,
PTP2200604,Sold,"All Other Attached, Townhome",2734,Catalpa Court,91915,,,2,2,1,1332,2006,5,569900,369900,01/27/2022,610000,02/22/2022
220001486,Sold,Detached,471,Adams,92026,1129J1,NORTH ESCONDIDO,3,1,0,1234,1960,9,599900,599900,01/24/2022,613000,03/09/2022
NDP2200693,Pending,Detached,252,Dun Blazer Way,92028,,,3,1,1,1579,2018,7,620000,620000,01/26/2022,,
PTP2200620,Sold,"All Other Attached, Detached",10096,Nuerto Lane,91977,,,3,2,,1183,1980,7,575000,575000,01/27/2022,620000,02/25/2022
PTP2201370,Pending,Detached,1221,Coronado,91977,,,3,2,0,1152,1984,5,624900,624900,03/02/2022,,
220002012,Active,Detached,335,Ocotillo,92004,,BORREGO SPRINGS,3,3,0,2564,1999,46,625000,625000,01/29/2022,,
ND21263312,Sold,Detached,4525,Anne Sladon,92057,,,3,2,0,1081,1975,7,599900,565000,02/07/2022,625000,02/23/2022
220001784,Sold,Townhome,10121,Caminito Jovial,92126,,MIRA MESA,2,1,0,930,1975,6,529000,529000,01/27/2022,625000,02/18/2022
220001881,Sold,Detached,708,Hickory,92025,1129J1,EAST ESCONDIDO,3,2,0,1260,1959,3,624500,624500,01/28/2022,625000,03/07/2022
